id_prestamo,fecha_otorgamiento,anio_otorgamiento,mes_otorgamiento,id_cliente,sexo_cliente,edad_cliente,tipo_disposicion,id_cuenta,frecuencia_emision_estado,id_distrito,nombre_distrito,region,poblacion_distrito,salario_distrito,desempleo_distrito,crimen_distrito,estado_prestamo,condicion_prestamo,descripcion_estado,monto_prestamo,plazo_meses,pago_mensual,saldo_pendiente_estimado
5892,1996-05-14,1996,5,5384,M,63,OWNER,4462,POPLATEK TYDNE,73,Opava,north Moravia,182027,8746.0,3.0,4355.0,B,Cerrado,"Pagado, contrato terminado con deuda",66480.0,24,2770.0,66480.0
5893,1998-08-03,1998,8,5389,M,30,OWNER,4467,POPLATEK TYDNE,17,Pelhrimov,south Bohemia,74062,8114.0,2.0,1003.0,C,Vigente,"En curso, al dia",86184.0,36,2394.0,86184.0
5895,1997-01-03,1997,1,5395,M,36,OWNER,4473,POPLATEK MESICNE,45,Jicin,east Bohemia,77917,8390.0,2.0,2080.0,C,Vigente,"En curso, al dia",93960.0,60,1566.0,93960.0
5897,1996-09-25,1996,9,5399,F,26,OWNER,4476,POPLATEK MESICNE,24,Karlovy Vary,west Bohemia,122603,8991.0,1.0,5198.0,A,Cerrado,Pagado sin problemas,15192.0,24,633.0,0.0
5900,1996-01-01,1996,1,5433,M,23,OWNER,4503,POPLATEK MESICNE,50,Svitavy,east Bohemia,102609,8187.0,5.0,2123.0,C,Vigente,"En curso, al dia",135360.0,48,2820.0,135360.0
5906,1998-05-05,1998,5,5468,F,54,OWNER,4533,POPLATEK MESICNE,68,Frydek - Mistek,north Moravia,228848,9893.0,4.0,5623.0,C,Vigente,"En curso, al dia",81144.0,36,2254.0,81144.0
5909,1998-01-03,1998,1,5487,F,51,OWNER,4550,POPLATEK MESICNE,56,Breclav,south Moravia,124605,8772.0,5.0,2854.0,C,Vigente,"En curso, al dia",61320.0,60,1022.0,61320.0
5918,1994-06-04,1994,6,5517,M,34,OWNER,4576,POPLATEK MESICNE,27,Plzen - jih,west Bohemia,67298,8561.0,1.0,1029.0,A,Cerrado,Pagado sin problemas,300204.0,36,8339.0,0.0
5922,1995-08-05,1995,8,5521,F,25,OWNER,4580,POPLATEK MESICNE,9,Nymburk,central Bohemia,81344,8899.0,3.0,2987.0,A,Cerrado,Pagado sin problemas,20220.0,12,1685.0,0.0
5923,1996-10-10,1996,10,5526,M,51,OWNER,4585,POPLATEK MESICNE,27,Plzen - jih,west Bohemia,67298,8561.0,1.0,1029.0,C,Vigente,"En curso, al dia",64656.0,48,1347.0,64656.0
5930,1998-01-12,1998,1,5563,M,22,OWNER,4616,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",66696.0,24,2779.0,66696.0
5931,1997-03-17,1997,3,5565,F,32,OWNER,4618,POPLATEK MESICNE,3,Beroun,central Bohemia,75232,8980.0,2.0,2824.0,D,Vigente,"En curso, en mora",66696.0,24,2779.0,66696.0
5932,1997-06-18,1997,6,5574,F,28,OWNER,4626,POPLATEK MESICNE,9,Nymburk,central Bohemia,81344,8899.0,3.0,2987.0,A,Cerrado,Pagado sin problemas,33348.0,12,2779.0,0.0
5933,1997-12-13,1997,12,5579,M,47,OWNER,4631,POPLATEK PO OBRATU,77,Vsetin,north Moravia,148545,8909.0,4.0,3460.0,C,Vigente,"En curso, al dia",87528.0,24,3647.0,87528.0
5938,1996-08-25,1996,8,5606,M,18,OWNER,4650,POPLATEK MESICNE,4,Kladno,central Bohemia,149893,9753.0,5.0,5244.0,C,Vigente,"En curso, al dia",402000.0,60,6700.0,402000.0
5940,1997-05-28,1997,5,5618,F,45,OWNER,4660,POPLATEK MESICNE,63,Vyskov,south Moravia,86513,8288.0,4.0,1562.0,C,Vigente,"En curso, al dia",106944.0,24,4456.0,106944.0
5942,1997-03-15,1997,3,5642,F,41,OWNER,4681,POPLATEK MESICNE,70,Karvina,north Moravia,285387,10177.0,7.0,9878.0,C,Vigente,"En curso, al dia",162624.0,48,3388.0,162624.0
5953,1997-03-14,1997,3,5684,F,43,OWNER,4715,POPLATEK MESICNE,8,Mlada Boleslav,central Bohemia,112065,11277.0,1.0,5179.0,C,Vigente,"En curso, al dia",97176.0,24,4049.0,97176.0
5956,1997-11-04,1997,11,5699,M,48,OWNER,4725,POPLATEK MESICNE,73,Opava,north Moravia,182027,8746.0,3.0,4355.0,C,Vigente,"En curso, al dia",168264.0,36,4674.0,168264.0
5959,1995-08-11,1995,8,5701,F,39,OWNER,4727,POPLATEK MESICNE,2,Benesov,central Bohemia,88884,8507.0,2.0,2159.0,A,Cerrado,Pagado sin problemas,107640.0,24,4485.0,0.0
5963,1997-09-07,1997,9,5727,M,45,OWNER,4746,POPLATEK MESICNE,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,C,Vigente,"En curso, al dia",204780.0,60,3413.0,204780.0
5970,1995-07-09,1995,7,5760,M,50,OWNER,4774,POPLATEK MESICNE,66,Zdar nad Sazavou,south Moravia,125832,8512.0,4.0,2247.0,C,Vigente,"En curso, al dia",465072.0,48,9689.0,465072.0
5973,1997-11-24,1997,11,5774,F,38,OWNER,4784,POPLATEK MESICNE,46,Nachod,east Bohemia,112709,8369.0,2.0,2854.0,C,Vigente,"En curso, al dia",219456.0,48,4572.0,219456.0
5976,1997-12-27,1997,12,5788,M,36,OWNER,4794,POPLATEK MESICNE,72,Olomouc,north Moravia,226122,8994.0,4.0,9672.0,D,Vigente,"En curso, en mora",465504.0,48,9698.0,465504.0
5977,1997-02-25,1997,2,5801,F,19,OWNER,4803,POPLATEK MESICNE,26,Plzen - mesto,west Bohemia,170449,10787.0,3.0,6041.0,C,Vigente,"En curso, al dia",59136.0,48,1232.0,59136.0
5980,1995-08-18,1995,8,5826,M,30,OWNER,4825,POPLATEK MESICNE,15,Cesky Krumlov,south Bohemia,58796,9045.0,3.0,1845.0,A,Cerrado,Pagado sin problemas,21396.0,12,1783.0,0.0
5988,1996-08-22,1996,8,5858,M,46,OWNER,4851,POPLATEK MESICNE,52,Usti nad Orlici,east Bohemia,139012,8363.0,3.0,2564.0,A,Cerrado,Pagado sin problemas,141648.0,24,5902.0,0.0
5989,1996-03-04,1996,3,5860,M,34,OWNER,4852,POPLATEK MESICNE,47,Pardubice,east Bohemia,162580,9538.0,2.0,6079.0,C,Vigente,"En curso, al dia",213300.0,36,5925.0,213300.0
5991,1998-07-27,1998,7,5866,F,20,OWNER,4858,POPLATEK MESICNE,67,Bruntal,north Moravia,106054,8110.0,6.0,3244.0,D,Vigente,"En curso, en mora",335184.0,48,6983.0,335184.0
5992,1997-03-18,1997,3,5873,F,19,OWNER,4863,POPLATEK MESICNE,5,Kolin,central Bohemia,95616,9307.0,4.0,2616.0,A,Cerrado,Pagado sin problemas,76080.0,12,6340.0,0.0
5997,1993-11-04,1993,11,5911,M,63,OWNER,4894,POPLATEK MESICNE,14,Ceske Budejovice,south Bohemia,177686,10045.0,1.0,6604.0,A,Cerrado,Pagado sin problemas,117024.0,24,4876.0,0.0
5999,1996-01-03,1996,1,5928,F,28,OWNER,4907,POPLATEK MESICNE,42,Havlickuv Brod,east Bohemia,95907,8388.0,2.0,1658.0,C,Vigente,"En curso, al dia",98832.0,48,2059.0,98832.0
6004,1994-07-23,1994,7,5965,M,47,OWNER,4937,POPLATEK MESICNE,12,Pribram,central Bohemia,107870,8754.0,4.0,3804.0,A,Cerrado,Pagado sin problemas,143904.0,24,5996.0,0.0
6006,1996-11-15,1996,11,5977,M,19,OWNER,4948,POPLATEK MESICNE,43,Hradec Kralove,east Bohemia,161854,9425.0,2.0,4085.0,C,Vigente,"En curso, al dia",359760.0,60,5996.0,359760.0
6007,1997-08-30,1997,8,5978,F,54,OWNER,4949,POPLATEK MESICNE,33,Decin,north Bohemia,133777,8705.0,6.0,4650.0,C,Vigente,"En curso, al dia",289920.0,48,6040.0,289920.0
6010,1997-03-06,1997,3,6001,M,61,OWNER,4969,POPLATEK TYDNE,60,Prostejov,south Moravia,110643,8441.0,3.0,1879.0,C,Vigente,"En curso, al dia",150180.0,60,2503.0,150180.0
6011,1996-11-28,1996,11,6015,M,25,OWNER,4981,POPLATEK MESICNE,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,C,Vigente,"En curso, al dia",179328.0,48,3736.0,179328.0
6012,1996-08-03,1996,8,6033,M,32,OWNER,4994,POPLATEK TYDNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",258444.0,36,7179.0,258444.0
6013,1996-02-03,1996,2,6034,M,59,OWNER,4995,POPLATEK TYDNE,20,Strakonice,south Bohemia,70646,8547.0,3.0,1563.0,D,Vigente,"En curso, en mora",128988.0,36,3583.0,128988.0
6014,1997-05-18,1997,5,6039,F,40,OWNER,4999,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",165168.0,36,4588.0,165168.0
6015,1996-11-09,1996,11,6042,M,35,OWNER,5001,POPLATEK MESICNE,53,Blansko,south Moravia,107911,8240.0,3.0,1850.0,A,Cerrado,Pagado sin problemas,110112.0,24,4588.0,0.0
6019,1996-07-25,1996,7,6077,F,18,OWNER,5033,POPLATEK MESICNE,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,A,Cerrado,Pagado sin problemas,11400.0,12,950.0,0.0
6027,1996-02-10,1996,2,6115,F,45,OWNER,5066,POPLATEK TYDNE,13,Rakovnik,central Bohemia,53921,8598.0,3.0,1597.0,B,Cerrado,"Pagado, contrato terminado con deuda",61656.0,24,2569.0,61656.0
6028,1997-02-09,1997,2,6122,F,30,OWNER,5072,POPLATEK MESICNE,6,Kutna Hora,central Bohemia,77963,8546.0,3.0,2640.0,C,Vigente,"En curso, al dia",317520.0,60,5292.0,317520.0
6037,1997-05-04,1997,5,6175,M,34,OWNER,5118,POPLATEK MESICNE,72,Olomouc,north Moravia,226122,8994.0,4.0,9672.0,C,Vigente,"En curso, al dia",53232.0,48,1109.0,53232.0
6038,1994-08-10,1994,8,6178,F,58,OWNER,5120,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,A,Cerrado,Pagado sin problemas,323472.0,48,6739.0,0.0
6043,1996-01-11,1996,1,6185,F,50,OWNER,5126,POPLATEK MESICNE,58,Jihlava,south Moravia,109164,8757.0,3.0,2212.0,C,Vigente,"En curso, al dia",20352.0,48,424.0,20352.0
6044,1998-01-27,1998,1,6196,M,55,OWNER,5133,POPLATEK TYDNE,68,Frydek - Mistek,north Moravia,228848,9893.0,4.0,5623.0,C,Vigente,"En curso, al dia",57060.0,12,4755.0,57060.0
6052,1998-03-23,1998,3,6235,M,58,OWNER,5164,POPLATEK MESICNE,5,Kolin,central Bohemia,95616,9307.0,4.0,2616.0,C,Vigente,"En curso, al dia",22356.0,36,621.0,22356.0
6054,1998-07-16,1998,7,6255,F,52,OWNER,5180,POPLATEK MESICNE,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,C,Vigente,"En curso, al dia",58764.0,12,4897.0,58764.0
6055,1997-04-28,1997,4,6257,F,56,OWNER,5181,POPLATEK MESICNE,75,Prerov,north Moravia,138032,8819.0,5.0,4063.0,C,Vigente,"En curso, al dia",399120.0,60,6652.0,399120.0
6059,1997-12-28,1997,12,6275,M,42,OWNER,5196,POPLATEK TYDNE,13,Rakovnik,central Bohemia,53921,8598.0,3.0,1597.0,A,Cerrado,Pagado sin problemas,79824.0,12,6652.0,0.0
6063,1996-04-25,1996,4,6299,M,62,OWNER,5213,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,D,Vigente,"En curso, en mora",320976.0,48,6687.0,320976.0
6064,1994-08-04,1994,8,6301,F,49,OWNER,5215,POPLATEK MESICNE,55,Brno - venkov,south Moravia,157042,8743.0,2.0,3659.0,A,Cerrado,Pagado sin problemas,14628.0,12,1219.0,0.0
6066,1994-07-11,1994,7,6317,F,41,OWNER,5228,POPLATEK PO OBRATU,77,Vsetin,north Moravia,148545,8909.0,4.0,3460.0,A,Cerrado,Pagado sin problemas,173808.0,24,7242.0,0.0
6072,1994-05-10,1994,5,6349,M,26,OWNER,5256,POPLATEK PO OBRATU,72,Olomouc,north Moravia,226122,8994.0,4.0,9672.0,A,Cerrado,Pagado sin problemas,193968.0,36,5388.0,0.0
6073,1996-11-12,1996,11,6359,M,22,OWNER,5263,POPLATEK MESICNE,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,C,Vigente,"En curso, al dia",276300.0,60,4605.0,276300.0
6075,1997-11-26,1997,11,6363,F,25,OWNER,5267,POPLATEK MESICNE,4,Kladno,central Bohemia,149893,9753.0,5.0,5244.0,D,Vigente,"En curso, en mora",129312.0,24,5388.0,129312.0
6076,1997-02-02,1997,2,6366,M,32,OWNER,5269,POPLATEK MESICNE,49,Semily,east Bohemia,75685,8208.0,2.0,1660.0,C,Vigente,"En curso, al dia",117420.0,60,1957.0,117420.0
6077,1993-11-22,1993,11,6367,M,28,OWNER,5270,POPLATEK MESICNE,44,Chrudim,east Bohemia,105606,8254.0,3.0,2166.0,A,Cerrado,Pagado sin problemas,79608.0,24,3317.0,0.0
6078,1998-09-09,1998,9,6383,M,28,OWNER,5283,POPLATEK MESICNE,15,Cesky Krumlov,south Bohemia,58796,9045.0,3.0,1845.0,C,Vigente,"En curso, al dia",170832.0,48,3559.0,170832.0
6083,1998-03-31,1998,3,6408,M,42,OWNER,5305,POPLATEK MESICNE,47,Pardubice,east Bohemia,162580,9538.0,2.0,6079.0,C,Vigente,"En curso, al dia",240528.0,48,5011.0,240528.0
6087,1994-02-27,1994,2,6417,M,48,OWNER,5313,POPLATEK MESICNE,40,Teplice,north Bohemia,128118,9317.0,6.0,6949.0,C,Vigente,"En curso, al dia",300660.0,60,5011.0,300660.0
6088,1997-03-07,1997,3,6422,M,38,OWNER,5317,POPLATEK MESICNE,28,Plzen - sever,west Bohemia,72541,8594.0,2.0,1580.0,C,Vigente,"En curso, al dia",90180.0,36,2505.0,90180.0
6095,1997-01-24,1997,1,6469,M,45,OWNER,5358,POPLATEK MESICNE,4,Kladno,central Bohemia,149893,9753.0,5.0,5244.0,C,Vigente,"En curso, al dia",68340.0,60,1139.0,68340.0
6097,1997-08-21,1997,8,6473,F,58,OWNER,5362,POPLATEK TYDNE,76,Sumperk,north Moravia,127369,8369.0,5.0,3736.0,C,Vigente,"En curso, al dia",202848.0,48,4226.0,202848.0
6103,1994-04-07,1994,4,6499,M,35,OWNER,5385,POPLATEK TYDNE,44,Chrudim,east Bohemia,105606,8254.0,3.0,2166.0,C,Vigente,"En curso, al dia",149340.0,60,2489.0,149340.0
6104,1997-09-05,1997,9,6511,M,45,OWNER,5395,POPLATEK MESICNE,47,Pardubice,east Bohemia,162580,9538.0,2.0,6079.0,C,Vigente,"En curso, al dia",158184.0,36,4394.0,158184.0
6109,1996-06-03,1996,6,6544,M,24,OWNER,5422,POPLATEK MESICNE,66,Zdar nad Sazavou,south Moravia,125832,8512.0,4.0,2247.0,C,Vigente,"En curso, al dia",368880.0,60,6148.0,368880.0
6111,1993-09-24,1993,9,6551,F,50,OWNER,5428,POPLATEK MESICNE,24,Karlovy Vary,west Bohemia,122603,8991.0,1.0,5198.0,B,Cerrado,"Pagado, contrato terminado con deuda",174744.0,24,7281.0,174744.0
6112,1994-06-17,1994,6,6567,F,20,OWNER,5442,POPLATEK MESICNE,34,Chomutov,north Bohemia,125236,9675.0,6.0,5323.0,B,Cerrado,"Pagado, contrato terminado con deuda",174744.0,24,7281.0,174744.0
6113,1997-10-01,1997,10,6571,F,27,OWNER,5445,POPLATEK MESICNE,72,Olomouc,north Moravia,226122,8994.0,4.0,9672.0,C,Vigente,"En curso, al dia",78696.0,36,2186.0,78696.0
6118,1997-10-04,1997,10,6610,M,44,OWNER,5477,POPLATEK MESICNE,57,Hodonin,south Moravia,161954,8720.0,4.0,3729.0,C,Vigente,"En curso, al dia",349392.0,48,7279.0,349392.0
6120,1994-09-11,1994,9,6616,M,45,OWNER,5481,POPLATEK MESICNE,52,Usti nad Orlici,east Bohemia,139012,8363.0,3.0,2564.0,A,Cerrado,Pagado sin problemas,209184.0,48,4358.0,0.0
6130,1996-07-18,1996,7,6691,M,56,OWNER,5541,POPLATEK MESICNE,43,Hradec Kralove,east Bohemia,161854,9425.0,2.0,4085.0,C,Vigente,"En curso, al dia",32640.0,48,680.0,32640.0
6136,1998-04-19,1998,4,6729,M,41,OWNER,5572,POPLATEK MESICNE,15,Cesky Krumlov,south Bohemia,58796,9045.0,3.0,1845.0,C,Vigente,"En curso, al dia",140880.0,60,2348.0,140880.0
6137,1996-04-10,1996,4,6731,M,55,OWNER,5574,POPLATEK TYDNE,13,Rakovnik,central Bohemia,53921,8598.0,3.0,1597.0,A,Cerrado,Pagado sin problemas,44628.0,12,3719.0,0.0
6142,1997-01-21,1997,1,6749,F,55,OWNER,5591,POPLATEK MESICNE,9,Nymburk,central Bohemia,81344,8899.0,3.0,2987.0,C,Vigente,"En curso, al dia",221880.0,60,3698.0,221880.0
6144,1996-08-09,1996,8,6753,M,36,OWNER,5593,POPLATEK MESICNE,15,Cesky Krumlov,south Bohemia,58796,9045.0,3.0,1845.0,A,Cerrado,Pagado sin problemas,44376.0,12,3698.0,0.0
6147,1997-12-28,1997,12,6764,M,54,OWNER,5602,POPLATEK PO OBRATU,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,C,Vigente,"En curso, al dia",177504.0,48,3698.0,177504.0
6150,1994-11-02,1994,11,6789,M,19,OWNER,5622,POPLATEK MESICNE,70,Karvina,north Moravia,285387,10177.0,7.0,9878.0,A,Cerrado,Pagado sin problemas,83016.0,12,6918.0,0.0
6151,1995-04-25,1995,4,6798,F,50,OWNER,5628,POPLATEK MESICNE,61,Trebic,south Moravia,117897,8814.0,5.0,2112.0,C,Vigente,"En curso, al dia",225420.0,60,3757.0,225420.0
6153,1995-07-25,1995,7,6803,F,18,OWNER,5632,POPLATEK TYDNE,5,Kolin,central Bohemia,95616,9307.0,4.0,2616.0,C,Vigente,"En curso, al dia",285600.0,60,4760.0,285600.0
6157,1995-07-10,1995,7,6829,F,35,OWNER,5650,POPLATEK PO OBRATU,10,Praha - vychod,central Bohemia,92084,10124.0,1.0,3810.0,A,Cerrado,Pagado sin problemas,98592.0,24,4108.0,0.0
6168,1998-11-21,1998,11,6892,F,47,OWNER,5698,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",99216.0,36,2756.0,99216.0
6169,1995-03-16,1995,3,6895,M,27,OWNER,5700,POPLATEK MESICNE,42,Havlickuv Brod,east Bohemia,95907,8388.0,2.0,1658.0,D,Vigente,"En curso, en mora",103680.0,60,1728.0,103680.0
6173,1997-01-08,1997,1,6922,F,59,OWNER,5724,POPLATEK PO OBRATU,14,Ceske Budejovice,south Bohemia,177686,10045.0,1.0,6604.0,C,Vigente,"En curso, al dia",232560.0,48,4845.0,232560.0
6175,1996-02-21,1996,2,6936,F,39,OWNER,5735,POPLATEK MESICNE,52,Usti nad Orlici,east Bohemia,139012,8363.0,3.0,2564.0,D,Vigente,"En curso, en mora",290700.0,60,4845.0,290700.0
6178,1995-12-16,1995,12,6946,F,28,OWNER,5742,POPLATEK PO OBRATU,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,C,Vigente,"En curso, al dia",232560.0,48,4845.0,232560.0
6185,1995-11-28,1995,11,6987,M,30,OWNER,5774,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,A,Cerrado,Pagado sin problemas,31176.0,24,1299.0,0.0
6190,1996-05-06,1996,5,7010,M,31,OWNER,5794,POPLATEK MESICNE,70,Karvina,north Moravia,285387,10177.0,7.0,9878.0,C,Vigente,"En curso, al dia",123600.0,60,2060.0,123600.0
6196,1997-09-14,1997,9,7065,F,27,OWNER,5837,POPLATEK MESICNE,5,Kolin,central Bohemia,95616,9307.0,4.0,2616.0,C,Vigente,"En curso, al dia",177804.0,36,4939.0,177804.0
6202,1994-04-18,1994,4,7127,M,41,OWNER,5891,POPLATEK MESICNE,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,A,Cerrado,Pagado sin problemas,65184.0,12,5432.0,0.0
6207,1998-06-23,1998,6,7150,F,35,OWNER,5912,POPLATEK MESICNE,45,Jicin,east Bohemia,77917,8390.0,2.0,2080.0,C,Vigente,"En curso, al dia",184620.0,60,3077.0,184620.0
6210,1994-06-06,1994,6,7166,M,34,OWNER,5927,POPLATEK MESICNE,15,Cesky Krumlov,south Bohemia,58796,9045.0,3.0,1845.0,B,Cerrado,"Pagado, contrato terminado con deuda",87216.0,48,1817.0,87216.0
6215,1998-06-18,1998,6,7186,F,54,OWNER,5944,POPLATEK MESICNE,27,Plzen - jih,west Bohemia,67298,8561.0,1.0,1029.0,C,Vigente,"En curso, al dia",78720.0,48,1640.0,78720.0
6216,1994-09-30,1994,9,7195,M,36,OWNER,5952,POPLATEK MESICNE,50,Svitavy,east Bohemia,102609,8187.0,5.0,2123.0,A,Cerrado,Pagado sin problemas,141240.0,24,5885.0,0.0
6223,1994-11-03,1994,11,7241,F,41,OWNER,5991,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,A,Cerrado,Pagado sin problemas,61056.0,48,1272.0,0.0
6227,1995-03-04,1995,3,7286,F,28,OWNER,6030,POPLATEK MESICNE,47,Pardubice,east Bohemia,162580,9538.0,2.0,6079.0,A,Cerrado,Pagado sin problemas,28248.0,24,1177.0,0.0
6228,1993-12-01,1993,12,7291,F,58,OWNER,6034,POPLATEK TYDNE,6,Kutna Hora,central Bohemia,77963,8546.0,3.0,2640.0,B,Cerrado,"Pagado, contrato terminado con deuda",464520.0,60,7742.0,464520.0
6229,1994-10-02,1994,10,7299,M,60,OWNER,6040,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,A,Cerrado,Pagado sin problemas,11736.0,24,489.0,0.0
6232,1994-07-08,1994,7,7311,M,49,OWNER,6051,POPLATEK MESICNE,56,Breclav,south Moravia,124605,8772.0,5.0,2854.0,B,Cerrado,"Pagado, contrato terminado con deuda",276660.0,36,7685.0,276660.0
6234,1998-05-28,1998,5,7324,F,35,OWNER,6061,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,C,Vigente,"En curso, al dia",5148.0,12,429.0,5148.0
6235,1998-04-19,1998,4,7325,M,23,OWNER,6062,POPLATEK MESICNE,24,Karlovy Vary,west Bohemia,122603,8991.0,1.0,5198.0,C,Vigente,"En curso, al dia",321360.0,60,5356.0,321360.0
6237,1998-01-06,1998,1,7339,F,24,OWNER,6075,POPLATEK MESICNE,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,D,Vigente,"En curso, en mora",407952.0,48,8499.0,407952.0
6239,1997-09-28,1997,9,7348,F,21,OWNER,6083,POPLATEK TYDNE,6,Kutna Hora,central Bohemia,77963,8546.0,3.0,2640.0,D,Vigente,"En curso, en mora",360864.0,48,7518.0,360864.0
6242,1997-10-22,1997,10,7366,F,25,OWNER,6097,POPLATEK MESICNE,29,Rokycany,west Bohemia,45714,8843.0,3.0,818.0,C,Vigente,"En curso, al dia",26208.0,36,728.0,26208.0
6244,1995-01-08,1995,1,7390,M,61,OWNER,6118,POPLATEK TYDNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,B,Cerrado,"Pagado, contrato terminado con deuda",270648.0,36,7518.0,270648.0
6249,1997-07-30,1997,7,7411,F,35,OWNER,6138,POPLATEK MESICNE,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,C,Vigente,"En curso, al dia",67608.0,24,2817.0,67608.0
6253,1994-11-04,1994,11,7422,M,40,OWNER,6148,POPLATEK MESICNE,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,A,Cerrado,Pagado sin problemas,59760.0,24,2490.0,0.0
6254,1997-12-28,1997,12,7434,F,56,OWNER,6157,POPLATEK MESICNE,34,Chomutov,north Bohemia,125236,9675.0,6.0,5323.0,C,Vigente,"En curso, al dia",247920.0,48,5165.0,247920.0
6255,1997-02-08,1997,2,7435,F,41,OWNER,6158,POPLATEK MESICNE,67,Bruntal,north Moravia,106054,8110.0,6.0,3244.0,D,Vigente,"En curso, en mora",247920.0,48,5165.0,247920.0
6272,1994-12-20,1994,12,7521,F,38,OWNER,6226,POPLATEK TYDNE,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,C,Vigente,"En curso, al dia",398640.0,60,6644.0,398640.0
6278,1997-06-10,1997,6,7567,M,61,OWNER,6265,POPLATEK MESICNE,5,Kolin,central Bohemia,95616,9307.0,4.0,2616.0,C,Vigente,"En curso, al dia",87360.0,24,3640.0,87360.0
6279,1994-06-07,1994,6,7576,M,36,OWNER,6273,POPLATEK MESICNE,38,Louny,north Bohemia,85852,8965.0,7.0,2653.0,A,Cerrado,Pagado sin problemas,87360.0,24,3640.0,0.0
6283,1996-08-11,1996,8,7594,F,49,OWNER,6289,POPLATEK MESICNE,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,C,Vigente,"En curso, al dia",85632.0,48,1784.0,85632.0
6294,1995-02-12,1995,2,7672,M,45,OWNER,6353,POPLATEK MESICNE,26,Plzen - mesto,west Bohemia,170449,10787.0,3.0,6041.0,C,Vigente,"En curso, al dia",79920.0,60,1332.0,79920.0
6296,1996-08-06,1996,8,7678,M,36,OWNER,6358,POPLATEK MESICNE,3,Beroun,central Bohemia,75232,8980.0,2.0,2824.0,C,Vigente,"En curso, al dia",270384.0,48,5633.0,270384.0
6297,1994-10-25,1994,10,7683,M,52,OWNER,6363,POPLATEK MESICNE,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,A,Cerrado,Pagado sin problemas,17508.0,12,1459.0,0.0
6302,1996-09-16,1996,9,7723,F,32,OWNER,6397,POPLATEK MESICNE,48,Rychnov nad Kneznou,east Bohemia,78955,9060.0,2.0,1655.0,C,Vigente,"En curso, al dia",181020.0,60,3017.0,181020.0
6303,1996-02-12,1996,2,7727,F,40,OWNER,6400,POPLATEK PO OBRATU,31,Tachov,west Bohemia,51313,8930.0,4.0,1328.0,B,Cerrado,"Pagado, contrato terminado con deuda",72408.0,24,3017.0,72408.0
6306,1994-12-20,1994,12,7753,F,20,OWNER,6425,POPLATEK MESICNE,31,Tachov,west Bohemia,51313,8930.0,4.0,1328.0,A,Cerrado,Pagado sin problemas,36684.0,12,3057.0,0.0
6309,1996-11-11,1996,11,7765,F,40,OWNER,6434,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,A,Cerrado,Pagado sin problemas,110136.0,24,4589.0,0.0
6310,1997-06-17,1997,6,7772,F,22,OWNER,6440,POPLATEK MESICNE,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,A,Cerrado,Pagado sin problemas,34572.0,12,2881.0,0.0
6312,1998-05-17,1998,5,7787,M,47,OWNER,6453,POPLATEK MESICNE,34,Chomutov,north Bohemia,125236,9675.0,6.0,5323.0,C,Vigente,"En curso, al dia",10944.0,36,304.0,10944.0
6313,1997-06-15,1997,6,7796,F,23,OWNER,6461,POPLATEK MESICNE,50,Svitavy,east Bohemia,102609,8187.0,5.0,2123.0,C,Vigente,"En curso, al dia",150912.0,36,4192.0,150912.0
