id_cliente,sexo,fecha_nacimiento,edad_corte,tipo_disposicion,etiqueta_buen_pagador,id_distrito,nombre_distrito,region,poblacion,salario_promedio,tasa_desempleo,tasa_criminalidad,tiene_prestamo,id_prestamo,monto_prestamo,plazo_prestamo,cuota_mensual_prestamo,estado_prestamo,condicion_prestamo,total_ordenes_activas,monto_total_ordenes_mensual,monto_promedio_orden,total_transacciones,total_depositos,total_retiros,saldo_promedio,saldo_minimo,saldo_maximo
3555,M,1968-02-06,30,DISPONENT,,22,Domazlice,west Bohemia,58400,8620.0,1.0,1089.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3556,M,1927-11-27,71,OWNER,,6,Kutna Hora,central Bohemia,77963,8546.0,3.0,2640.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,1854.0,1854.0,144,175049.0,160890.0,17607.777777,300.0,25458.0
3557,F,1928-11-24,70,DISPONENT,,6,Kutna Hora,central Bohemia,77963,8546.0,3.0,2640.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3558,F,1928-07-01,70,OWNER,,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2672.0,2672.0,144,131264.0,116159.0,15229.423611,1100.0,22065.0
3559,F,1939-10-23,59,OWNER,,57,Hodonin,south Moravia,161954,8720.0,4.0,3729.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2228.0,2228.0,145,154265.0,126250.0,23970.489655,1000.0,35569.0
3560,M,1944-02-02,54,DISPONENT,,57,Hodonin,south Moravia,161954,8720.0,4.0,3729.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3562,M,1931-04-05,67,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,2051.0,1025.5,317,325239.0,309698.0,22684.438485,400.0,34839.0
3563,F,1926-11-22,72,DISPONENT,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3564,M,1948-03-23,50,OWNER,,62,Uherske Hradiste,south Moravia,145688,8544.0,1.0,2719.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,8653.0,8653.0,157,657178.0,600253.0,40332.515923,1000.0,71237.0
3565,M,1962-07-29,36,OWNER,,44,Chrudim,east Bohemia,105606,8254.0,3.0,2166.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,3015.0,1005.0,487,833883.0,805403.0,48318.839835,200.0,82102.0
3566,F,1932-02-19,66,OWNER,,65,Znojmo,south Moravia,114200,8403.0,6.0,2157.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,2379.0,1189.5,104,98706.0,83779.0,17156.961538,900.0,29017.0
3567,M,1948-03-09,50,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,4943.0,1647.666666,181,232591.0,185217.0,43324.16022,900.0,61414.0
3568,M,1941-01-25,57,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,8306.0,8306.0,111,553024.0,466236.0,53881.243243,700.0,86794.0
3569,M,1933-04-09,65,OWNER,,67,Bruntal,north Moravia,106054,8110.0,6.0,3244.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3386.0,3386.0,117,140007.0,116938.0,21417.923076,900.0,30584.0
3570,F,1945-04-27,53,OWNER,,15,Cesky Krumlov,south Bohemia,58796,9045.0,3.0,1845.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,9042.0,9042.0,93,301655.0,244441.0,40192.526881,400.0,57218.0
3571,M,1970-06-17,28,OWNER,,25,Klatovy,west Bohemia,88757,8554.0,2.0,1822.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,4640.0,4640.0,241,968168.0,911400.0,46809.655601,500.0,78136.0
3572,F,1928-12-18,70,OWNER,,48,Rychnov nad Kneznou,east Bohemia,78955,9060.0,2.0,1655.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3261.0,3261.0,302,336522.0,320278.0,17657.036423,400.0,28718.0
3573,F,1972-02-09,26,OWNER,,8,Mlada Boleslav,central Bohemia,112065,11277.0,1.0,5179.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,324,2406820.0,2359500.0,51423.487654,-11712.0,141814.0
3574,F,1946-02-17,52,OWNER,,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,8884.0,8884.0,272,765490.0,729554.0,29673.452205,1100.0,48961.0
3575,F,1937-10-12,61,OWNER,,9,Nymburk,central Bohemia,81344,8899.0,3.0,2987.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,1661.0,830.5,160,148338.0,115820.0,24084.3625,400.0,33899.0
3576,F,1939-03-15,59,OWNER,True,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,1,5576.0,31248.0,12.0,2604.0,A,Cerrado,1,2605.0,2605.0,422,2439592.0,2406795.0,60424.601895,1000.0,156950.0
3577,F,1942-12-15,56,OWNER,,31,Tachov,west Bohemia,51313,8930.0,4.0,1328.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,5101.0,5101.0,126,422727.0,364720.0,47222.071428,1000.0,60491.0
3578,M,1927-10-20,71,OWNER,,72,Olomouc,north Moravia,226122,8994.0,4.0,9672.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2306.0,2306.0,100,107737.0,81929.0,20593.11,300.0,28637.0
3579,F,1930-08-07,68,DISPONENT,,72,Olomouc,north Moravia,226122,8994.0,4.0,9672.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3580,F,1929-04-27,69,OWNER,,6,Kutna Hora,central Bohemia,77963,8546.0,3.0,2640.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2648.0,2648.0,175,217419.0,191737.0,22237.08,900.0,34849.0
3581,M,1967-12-23,31,OWNER,,33,Decin,north Bohemia,133777,8705.0,6.0,4650.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,4560.0,4560.0,145,911440.0,833707.0,66716.006896,1100.0,130528.0
3582,M,1955-02-17,43,OWNER,,38,Louny,north Bohemia,85852,8965.0,7.0,2653.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,8197.0,2732.333333,168,388482.0,364948.0,24230.75,400.0,50081.0
3583,F,1942-09-09,56,OWNER,,15,Cesky Krumlov,south Bohemia,58796,9045.0,3.0,1845.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,3678.0,1839.0,309,1824595.0,1784311.0,56538.097087,1100.0,107797.0
3584,M,1941-03-25,57,DISPONENT,,15,Cesky Krumlov,south Bohemia,58796,9045.0,3.0,1845.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3585,F,1968-10-02,30,OWNER,,29,Rokycany,west Bohemia,45714,8843.0,3.0,818.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,43,60900.0,23200.0,26797.674418,300.0,38600.0
3586,M,1943-04-11,55,OWNER,,60,Prostejov,south Moravia,110643,8441.0,3.0,1879.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,298,762406.0,718250.0,32240.197986,400.0,52614.0
3587,F,1939-12-01,59,DISPONENT,,60,Prostejov,south Moravia,110643,8441.0,3.0,1879.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3588,F,1953-11-04,45,OWNER,,76,Sumperk,north Moravia,127369,8369.0,5.0,3736.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3555.0,3555.0,228,1283631.0,1193817.0,48528.973684,500.0,126668.0
3589,F,1961-07-13,37,OWNER,,73,Opava,north Moravia,182027,8746.0,3.0,4355.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3555.0,3555.0,327,2315606.0,2239618.0,62892.422018,500.0,162756.0
3590,F,1976-09-23,22,OWNER,,23,Cheb,west Bohemia,87419,8624.0,2.0,2879.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,4585.0,2292.5,175,507824.0,449800.0,38405.182857,500.0,58034.0
3591,M,1930-09-28,68,OWNER,,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,1546.0,1546.0,346,396728.0,347964.0,38334.734104,1100.0,54302.0
3592,F,1925-03-30,73,DISPONENT,,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3594,F,1961-05-07,37,OWNER,,13,Rakovnik,central Bohemia,53921,8598.0,3.0,1597.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,8473.0,8473.0,161,518856.0,487697.0,33597.322981,800.0,64055.0
3595,M,1965-01-01,33,OWNER,,28,Plzen - sever,west Bohemia,72541,8594.0,2.0,1580.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,4782.0,2391.0,183,1260659.0,1180324.0,63188.316939,1100.0,134018.0
3596,M,1975-03-22,23,OWNER,,74,Ostrava - mesto,north Moravia,323870,10673.0,5.0,18782.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3212.0,3212.0,260,305905.0,293373.0,18221.192307,600.0,35058.0
3597,F,1933-08-17,65,OWNER,,10,Praha - vychod,central Bohemia,92084,10124.0,1.0,3810.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3494.0,3494.0,51,69538.0,50912.0,15206.294117,700.0,24196.0
3598,M,1923-09-11,75,OWNER,,66,Zdar nad Sazavou,south Moravia,125832,8512.0,4.0,2247.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3316.0,3316.0,293,303637.0,286181.0,19043.389078,1000.0,28624.0
3599,F,1931-03-02,67,DISPONENT,,66,Zdar nad Sazavou,south Moravia,125832,8512.0,4.0,2247.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3600,F,1943-07-26,55,OWNER,,46,Nachod,east Bohemia,112709,8369.0,2.0,2854.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2022.0,2022.0,124,95048.0,81903.0,17807.274193,600.0,25987.0
3601,M,1938-08-03,60,OWNER,,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,1,5582.0,41256.0,12.0,3438.0,C,Vigente,5,11994.0,2398.8,303,1686907.0,1616965.0,66817.10561,900.0,138939.0
3602,F,1940-12-10,58,DISPONENT,,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3603,M,1954-06-13,44,OWNER,,42,Havlickuv Brod,east Bohemia,95907,8388.0,2.0,1658.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,138,218815.0,168860.0,35420.202898,1000.0,51668.0
3605,M,1934-07-24,64,OWNER,,71,Novy Jicin,north Moravia,161227,8678.0,6.0,4980.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2113.0,2113.0,354,319560.0,298622.0,26591.604519,400.0,40601.0
3606,M,1958-06-06,40,OWNER,,63,Vyskov,south Moravia,86513,8288.0,4.0,1562.0,1,5584.0,24792.0,24.0,1033.0,C,Vigente,3,5724.0,1908.0,234,827321.0,742022.0,51849.905982,500.0,91488.0
3607,F,1946-07-29,52,OWNER,,18,Pisek,south Bohemia,70699,8968.0,3.0,1740.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,5569.0,5569.0,359,1624917.0,1551281.0,45126.0,700.0,83115.0
3608,M,1947-12-09,51,OWNER,,66,Zdar nad Sazavou,south Moravia,125832,8512.0,4.0,2247.0,1,5585.0,88608.0,12.0,7384.0,C,Vigente,1,7384.0,7384.0,168,1083464.0,1033754.0,54237.547619,900.0,148386.0
3609,F,1955-10-26,43,DISPONENT,,66,Zdar nad Sazavou,south Moravia,125832,8512.0,4.0,2247.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3610,M,1919-05-08,79,OWNER,,36,Liberec,north Bohemia,159617,9198.0,3.0,5796.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3395.0,3395.0,283,316670.0,288320.0,21876.438162,600.0,35126.0
3611,F,1972-05-27,26,OWNER,,30,Sokolov,west Bohemia,94812,9650.0,3.0,2985.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,2726.0,1363.0,167,185335.0,142628.0,35757.299401,900.0,56133.0
3612,F,1962-09-04,36,OWNER,,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,4,9455.0,2363.75,525,1642575.0,1582215.0,39204.645714,600.0,84029.0
3613,M,1969-02-12,29,DISPONENT,,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3614,F,1971-10-09,27,OWNER,,43,Hradec Kralove,east Bohemia,161854,9425.0,2.0,4085.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,5396.0,5396.0,91,223296.0,178868.0,31694.21978,900.0,54794.0
3615,M,1974-07-04,24,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,220,1383048.0,1368143.0,61115.681818,1100.0,152300.0
3616,F,1964-04-14,34,OWNER,,77,Vsetin,north Moravia,148545,8909.0,4.0,3460.0,1,5586.0,48744.0,36.0,1354.0,C,Vigente,2,4571.0,2285.5,212,683295.0,644879.0,50284.891509,900.0,75877.0
3617,F,1954-11-30,44,OWNER,,51,Trutnov,east Bohemia,121947,8541.0,3.0,3496.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,76,242180.0,247467.0,23899.368421,-5285.0,108137.0
3618,M,1953-02-21,45,OWNER,,54,Brno - mesto,south Moravia,387570,9897.0,2.0,18721.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,4,7798.0,1949.5,464,842204.0,776951.0,42751.670258,400.0,71605.0
3619,M,1955-08-09,43,OWNER,,40,Teplice,north Bohemia,128118,9317.0,6.0,6949.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,1978.0,1978.0,83,76443.0,47813.0,24100.096385,1100.0,31970.0
3620,M,1937-09-14,61,OWNER,,21,Tabor,south Bohemia,103347,9104.0,2.0,2299.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,3201.0,1067.0,83,349751.0,302397.0,44457.867469,300.0,66690.0
3621,M,1939-07-21,59,OWNER,,66,Zdar nad Sazavou,south Moravia,125832,8512.0,4.0,2247.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2806.0,2806.0,137,169923.0,145967.0,25752.459854,1000.0,37921.0
3622,F,1938-04-17,60,DISPONENT,,66,Zdar nad Sazavou,south Moravia,125832,8512.0,4.0,2247.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3623,F,1965-04-20,33,OWNER,,28,Plzen - sever,west Bohemia,72541,8594.0,2.0,1580.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,317,555736.0,489660.0,43400.11041,1000.0,74493.0
3624,F,1982-02-27,16,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,433,529736.0,503140.0,34332.404157,400.0,88118.0
3627,F,1981-06-08,17,OWNER,,18,Pisek,south Bohemia,70699,8968.0,3.0,1740.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,190,396941.0,305125.0,52129.231578,500.0,115903.0
3628,F,1927-02-26,71,OWNER,,11,Praha - zapad,central Bohemia,75637,9622.0,0.0,3475.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,3094.0,1547.0,141,132194.0,111559.0,15608.801418,700.0,23905.0
3629,M,1947-12-13,51,OWNER,,42,Havlickuv Brod,east Bohemia,95907,8388.0,2.0,1658.0,1,5589.0,390000.0,48.0,8125.0,C,Vigente,3,22704.0,7568.0,101,581742.0,538541.0,44852.049504,600.0,120715.0
3630,F,1923-11-28,75,OWNER,,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3783.0,3783.0,240,312643.0,294674.0,22779.725,200.0,34586.0
3631,M,1921-11-19,77,DISPONENT,,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3632,F,1943-09-29,55,OWNER,,15,Cesky Krumlov,south Bohemia,58796,9045.0,3.0,1845.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,4,8981.0,2245.25,600,1742065.0,1696220.0,41469.756666,800.0,77118.0
3633,M,1933-10-14,65,OWNER,,72,Olomouc,north Moravia,226122,8994.0,4.0,9672.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2120.0,2120.0,388,495198.0,431855.0,35493.675257,200.0,71364.0
3634,M,1923-06-25,75,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2739.0,2739.0,146,147247.0,124429.0,20382.69863,900.0,28692.0
3635,F,1921-01-31,77,DISPONENT,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3636,M,1978-05-19,20,OWNER,,46,Nachod,east Bohemia,112709,8369.0,2.0,2854.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,109,202510.0,121455.0,47626.0,800.0,83279.0
3637,M,1959-01-10,39,OWNER,,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,2180.0,1090.0,369,213525.0,193305.0,15727.346883,400.0,23208.0
3638,F,1943-12-11,55,OWNER,,49,Semily,east Bohemia,75685,8208.0,2.0,1660.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2601.0,2601.0,99,110473.0,68571.0,41144.494949,600.0,54068.0
3639,M,1928-04-17,70,OWNER,,73,Opava,north Moravia,182027,8746.0,3.0,4355.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3064.0,3064.0,55,62773.0,44876.0,16231.636363,4714.0,22844.0
3640,M,1978-07-24,20,OWNER,,75,Prerov,north Moravia,138032,8819.0,5.0,4063.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,4187.0,4187.0,265,1687313.0,1655642.0,57967.003773,900.0,136570.0
3641,F,1979-02-01,19,DISPONENT,,75,Prerov,north Moravia,138032,8819.0,5.0,4063.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3642,M,1961-08-27,37,OWNER,,19,Prachatice,south Bohemia,51428,8402.0,3.0,999.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,2148.0,1074.0,159,99623.0,73443.0,19596.031446,900.0,28619.0
3643,M,1980-11-11,18,OWNER,,26,Plzen - mesto,west Bohemia,170449,10787.0,3.0,6041.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,8517.0,8517.0,194,581614.0,535345.0,33764.85567,700.0,58358.0
3644,M,1951-06-14,47,OWNER,,75,Prerov,north Moravia,138032,8819.0,5.0,4063.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,4,6948.0,1737.0,433,1095206.0,1062776.0,28571.921478,700.0,68318.0
3645,M,1975-02-26,23,OWNER,,34,Chomutov,north Bohemia,125236,9675.0,6.0,5323.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,128,703569.0,694694.0,38009.03125,-1969.0,159656.0
3646,F,1943-06-16,55,OWNER,,33,Decin,north Bohemia,133777,8705.0,6.0,4650.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,139,597750.0,582625.0,31952.302158,300.0,57812.0
3647,M,1948-08-23,50,DISPONENT,,33,Decin,north Bohemia,133777,8705.0,6.0,4650.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3648,M,1980-01-03,18,OWNER,,3,Beroun,central Bohemia,75232,8980.0,2.0,2824.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,180,226399.0,176555.0,43307.455555,900.0,88152.0
3649,F,1959-10-25,39,OWNER,,10,Praha - vychod,central Bohemia,92084,10124.0,1.0,3810.0,1,5591.0,155616.0,48.0,3242.0,C,Vigente,1,3242.0,3242.0,177,693562.0,673406.0,31852.220338,300.0,62154.0
3650,M,1918-02-17,80,OWNER,,64,Zlin,south Moravia,197099,9624.0,2.0,4484.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3170.0,3170.0,107,126342.0,102755.0,22369.504672,700.0,31938.0
3651,M,1918-10-01,80,OWNER,,35,Jablonec n. Nisou,north Bohemia,88768,8867.0,1.0,3384.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2213.0,2213.0,62,93746.0,63240.0,24006.435483,6121.0,37303.0
3652,M,1920-02-20,78,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,2261.0,1130.5,134,163625.0,144835.0,25790.537313,400.0,37932.0
3653,F,1917-01-03,81,DISPONENT,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3654,F,1924-03-01,74,OWNER,,25,Klatovy,west Bohemia,88757,8554.0,2.0,1822.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,3354.0,3354.0,52,77965.0,62033.0,19007.788461,800.0,31034.0
3655,M,1968-02-06,30,OWNER,,59,Kromeriz,south Moravia,108871,8444.0,3.0,2595.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,8024.0,8024.0,383,1591445.0,1523179.0,39885.436031,400.0,114166.0
3656,F,1925-08-26,73,OWNER,,62,Uherske Hradiste,south Moravia,145688,8544.0,1.0,2719.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2631.0,2631.0,148,146640.0,122442.0,19597.472972,1000.0,27922.0
3657,M,1921-05-18,77,DISPONENT,,62,Uherske Hradiste,south Moravia,145688,8544.0,1.0,2719.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3658,M,1924-04-05,74,OWNER,,58,Jihlava,south Moravia,109164,8757.0,3.0,2212.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2200.0,2200.0,310,270205.0,255110.0,17316.093548,400.0,26167.0
3659,F,1930-11-10,68,OWNER,,42,Havlickuv Brod,east Bohemia,95907,8388.0,2.0,1658.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,1514.0,1514.0,113,145823.0,119095.0,19369.353982,700.0,32671.0
3660,M,1974-07-09,24,OWNER,,65,Znojmo,south Moravia,114200,8403.0,6.0,2157.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,2088.0,1044.0,310,173979.0,149445.0,20010.774193,800.0,28543.0
3661,M,1932-11-25,66,OWNER,,51,Trutnov,east Bohemia,121947,8541.0,3.0,3496.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2789.0,2789.0,96,94174.0,73008.0,17812.28125,4184.0,25120.0
3662,M,1931-09-22,67,OWNER,,27,Plzen - jih,west Bohemia,67298,8561.0,1.0,1029.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2858.0,2858.0,343,442624.0,392251.0,24683.55102,300.0,54445.0
3663,F,1947-06-25,51,OWNER,,69,Jesenik,north Moravia,42821,8173.0,,,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,1934.0,644.666666,55,36251.0,16957.0,16181.30909,900.0,21451.0
3664,M,1951-03-19,47,DISPONENT,,69,Jesenik,north Moravia,42821,8173.0,,,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3667,M,1971-09-18,27,OWNER,,70,Karvina,north Moravia,285387,10177.0,7.0,9878.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,12443.0,6221.5,464,3235684.0,3185367.0,60284.648706,800.0,117590.0
3668,F,1972-12-23,26,DISPONENT,,70,Karvina,north Moravia,285387,10177.0,7.0,9878.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3669,M,1962-08-22,36,OWNER,,10,Praha - vychod,central Bohemia,92084,10124.0,1.0,3810.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,243,1010935.0,994873.0,37042.1893,900.0,121318.0
3670,F,1980-09-17,18,OWNER,,44,Chrudim,east Bohemia,105606,8254.0,3.0,2166.0,1,5593.0,277884.0,36.0,7719.0,D,Vigente,1,7719.0,7719.0,269,1164793.0,1158788.0,33307.338289,-2507.0,129394.0
3671,M,1943-07-16,55,OWNER,,10,Praha - vychod,central Bohemia,92084,10124.0,1.0,3810.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,223,1747364.0,1683460.0,74700.695067,1000.0,157871.0
3672,F,1948-12-06,50,DISPONENT,,10,Praha - vychod,central Bohemia,92084,10124.0,1.0,3810.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
3673,F,1951-12-07,47,OWNER,,1,Hl.m. Praha,Prague,1204953,12541.0,0.0,85677.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,6268.0,3134.0,406,708876.0,630653.0,38787.256157,600.0,86428.0
3674,F,1980-11-10,18,OWNER,,17,Pelhrimov,south Bohemia,74062,8114.0,2.0,1003.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,1,2202.0,2202.0,122,99068.0,76320.0,20373.59836,1000.0,28527.0
3675,M,1952-03-18,46,OWNER,,70,Karvina,north Moravia,285387,10177.0,7.0,9878.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,3,2700.0,900.0,229,180993.0,163620.0,22361.32751,500.0,37463.0
3676,F,1965-10-14,33,OWNER,,10,Praha - vychod,central Bohemia,92084,10124.0,1.0,3810.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,2,6343.0,3171.5,398,1060383.0,1015243.0,29899.83417,500.0,76336.0
3677,M,1960-09-16,38,DISPONENT,,10,Praha - vychod,central Bohemia,92084,10124.0,1.0,3810.0,0,,0.0,,0.0,Sin Prestamo,Sin Prestamo,0,0.0,,0,0.0,0.0,,,
